titreCommercial;realisateur;visa;mention;paysOrigine;dateSortie
"LA DAME DU VENDREDI";"Howard HAWKS";"51970";"Tous publics";"ETATS-UNIS";"12/01/1945"
"LA VIEILLE FILLE";"Edmund GOULDING";"2146";"Tous publics";"ETATS-UNIS";"31/01/1945"
"LE MONDE TREMBLERA";"Richard POTTIER";"199";"Tous publics";"FRANCE";"31/01/1945"
"LES TROIS AMOUREUX";"Garson KANIN";"2199";"Tous publics";"ETATS-UNIS";"31/01/1945"
"SEPT AMOUREUSES";"Franck BORZAGE";"3732";"Tous publics";"ETATS-UNIS";"17/01/1945"
"TARZAN TROUVE UN FILS";"Richard THORPE";"3766";"Tous publics";"ETATS-UNIS";"05/01/1945"
"VICTOIRE SUR LA NUIT";"Edmund GOULDING";"2137";"Tous publics";"ETATS-UNIS";"03/01/1945"
"AIR FORCE";"Howard HAWKS";"2071";"Tous publics";"ETATS-UNIS";"07/02/1945"
"CARGAISON BLANCHE";"";"1851";"Tous publics";"FRANCE";"15/02/1945"
"L OPERA DE QUAT SOUS";"Georg wilhelm PABST";"8016";"Tous publics";"FRANCE";"01/03/1945"
"LE CHAT ET LE VIOLON";"";"3655";"Tous publics";"ETATS-UNIS";"08/02/1945"
"LES HOMMES DE LA MER";"John FORD";"2564";"Tous publics";"ETATS-UNIS";"14/02/1945"
"MARIE LOUISE";"Leopold LINTBERG";"820";"Tous publics";"SUISSE";"22/02/1945"
"L OPERA DE QUAT SOUS";"Georg wilhelm PABST";"8016";"Tous publics";"FRANCE";"01/03/1945"
"LA DOUCE ILLUSION";"William a SEITER";"3033";"Tous publics";"ETATS-UNIS";"28/03/1945"
"LES ENFANTS DU PARADIS";"Marcel CARNE";"271";"Tous publics";"FRANCE";"29/03/1945"
"MADAME VEUT UN BEBE";"Mitchell LEISEN";"2539";"Tous publics";"ETATS-UNIS";"22/03/1945"
"ATTENDS MOI";"I CHAPIRO";"1729";"Tous publics";"RUSSIE";"25/04/1945"
"ORGUEILS ET PREJUGES";"Robert z LEONARD";"3733";"Tous publics";"ETATS-UNIS";"25/04/1945"
"QUAND LE JOUR VIENDRA";"Herman SHUMLIN";"2073";"Tous publics";"ETATS-UNIS";"25/04/1945"
"SERGENT YORK";"Howard HAWKS";"2072";"Tous publics";"ETATS-UNIS";"04/04/1945"
"TETE BRULEE";"A TOLPNER";"1746";"Tous publics";"RUSSIE";"11/04/1945"
"ADIEU JEUNESSE";"Henry KING";"2771";"Tous publics";"ETATS-UNIS";"02/05/1945"
"ANDRE HARDY VA DANS LE MONDE";"George b SEITZ";"3724";"Tous publics";"ETATS-UNIS";"02/05/1945"
"BLONDINE";"Henri MAHE";"644";"Tous publics";"FRANCE";"05/05/1945"
"L ETONNANT MR WILLIAMS";"Alexander HALL";"3177";"Tous publics";"ETATS-UNIS";"02/05/1945"
"LA VEUVE JOYEUSE";"Ernst LUBITSCH";"3778";"Tous publics";"ETATS-UNIS";"24/05/1945"
"NOTRE VILLAGE";"Sam WOOD";"2566";"Tous publics";"ETATS-UNIS";"02/05/1945"
"OH TOI MA CHARMANTE";"William a SEITER";"2538";"Tous publics";"ETATS-UNIS";"02/05/1945"
"P H CONTRE GESTAPO";"Wellesley CAMPBELL";"1556";"Tous publics";"GRANDE-BRETAGNE";"02/05/1945"
"SIDI BRAHIM LES DIABLES BLEUS";"Marc DIDIER";"464";"Tous publics";"FRANCE";"02/05/1945"
"TIRE AU FLANC";"Jean RENOIR";"1040";"Tous publics";"FRANCE";"02/05/1945"
"DERNIER METRO";"Maurice DE CANONGE";"695";"Tous publics";"FRANCE";"23/06/1945"
"DEUX NIGAUDS DANS UNE ILE";"Erle c KENTON";"4427";"Tous publics";"ETATS-UNIS";"12/06/1945"
"ESPOIR";"Andre MALRAUX";"857";"Tous publics";"FRANCE";"13/06/1945"
"FALBALAS";"Jacques BECKER";"240";"Tous publics";"FRANCE";"16/06/1945"
"FELICIE NANTEUIL";"Marc ALLEGRET";"448";"Tous publics";"FRANCE";"23/06/1945"
"FEMME OU DEMON";"George MARSHALL";"4421";"Tous publics";"ETATS-UNIS";"05/06/1945"
"L ETRANGER";"Anthony ASQUITH";"4055";"Tous publics";"GRANDE-BRETAGNE";"05/06/1945"
"LA VICTOIRE DE TUNISIE";"H STEWART";"1548";"Tous publics";"GRANDE-BRETAGNE";"05/06/1945"
"LE CAVALIER NOIR";"Gilles GRANGIER";"355";"Tous publics";"FRANCE";"30/06/1945"
"LE FANTOME DE L OPERA";"Arthur LUBIN";"26599";"Tous publics";"GRANDE-BRETAGNE";"14/06/1945"
"LES MAITRES DE LA MER";"Frank LLOYD";"3405";"Tous publics";"ETATS-UNIS";"13/06/1945"
"LES PARTISANS";"Ivan PYRIEV";"1289";"Tous publics";"RUSSIE";"22/06/1945"
"MADEMOISELLE CRESUS";"Thornton FREELAND";"994";"Tous publics";"GRANDE-BRETAGNE";"05/06/1945"
"OBSESSIONS";"Julien DUVIVIER";"4423";"Tous publics";"ETATS-UNIS";"07/06/1945"
"PLACE AU RYTHME";"Busby BERKELEY";"3731";"Tous publics";"ETATS-UNIS";"27/06/1945"
"PRISONNIER DU PASSE";"Mervyn LEROY";"3678";"Tous publics";"ETATS-UNIS";"22/06/1945"
"RENDEZ VOUS D AMOUR";"William a SEITER";"3030";"Tous publics";"ETATS-UNIS";"20/06/1945"
"ARMES SECRETES";"Tim WHELAN";"2959";"Tous publics";"GRANDE-BRETAGNE";"04/07/1945"
"L AGENT DOUBLE";"Lloyd BACON";"2507";"Tous publics";"ETATS-UNIS";"18/07/1945"
"L ETRANGERE";"Anatole LITVAK";"4324";"Tous publics";"ETATS-UNIS";"10/07/1945"
"L INSPIRATRICE";"W l RIVER";"2812";"Tous publics";"ETATS-UNIS";"17/07/1945"
"LA GLORIEUSE PARADE";"Michael CURTIZ";"4323";"Tous publics";"ETATS-UNIS";"19/07/1945"
"LA MAISON DE MES REVES";"William KEIGHLEY";"4321";"Tous publics";"ETATS-UNIS";"16/07/1945"
"LA PROIE DU MORT";"W S VAN DYKE";"3730";"Tous publics";"ETATS-UNIS";"25/07/1945"
"LE FAUCON MALTAIS";"John HUSTON";"4322";"Tous publics";"ETATS-UNIS";"12/07/1945"
"LE LOUP GAROU";"George WAGGNER";"11052";"Tous publics";"ETATS-UNIS";"25/07/1945"
"LES GRIFFES JAUNES";"John HUSTON";"2069";"Tous publics";"ETATS-UNIS";"14/07/1945"
"BIFUR III";"Maurice CAMUGLI";"629";"Tous publics";"FRANCE";"25/08/1945"
"DESTINATION TOKYO";"Daves DELMER";"2074";"Tous publics";"ETATS-UNIS";"03/08/1945"
"DEUX CAMARADES";"L LOUKOV";"1733";"Tous publics";"RUSSIE";"29/08/1945"
"L INVITE DE LA 11E HEURE";"Maurice CLOCHE";"593";"Tous publics";"FRANCE";"11/08/1945"
"LE COMBAT ETERNEL";"Leslie HOWARD";"1552";"Tous publics";"GRANDE-BRETAGNE";"15/08/1945"
"LES CAVES DU MAJESTIC";"Richard POTTIER";"1270";"Tous publics";"FRANCE";"11/08/1945"
"MARIE LA MISERE";"Jacques DE BARONCELLI";"585";"Tous publics";"FRANCE";"30/08/1945"
"PETITE ET CHARMANTE";"David BUTLER";"3032";"Tous publics";"ETATS-UNIS";"08/08/1945"
"PLUS ON EST DE FOUS";"George STEVENS";"2537";"Tous publics";"ETATS-UNIS";"01/08/1945"
"RENDEZ VOUS";"Ernst LUBITSCH";"3680";"Tous publics";"ETATS-UNIS";"10/08/1945"
"6 HEURES APRES LA VICTOIRE";"I PYRIEV";"900";"Tous publics";"RUSSIE";"19/09/1945"
"A CHAQUE AUBE JE MEURS";"William KEIGHLEY";"2076";"Tous publics";"ETATS-UNIS";"05/09/1945"
"C EST ARRIVE DEMAIN";"Rene CLAIR";"964";"Tous publics";"ETATS-UNIS";"19/09/1945"
"EMBRASSONS LA MARIEE";"Alexander HALL";"4482";"Tous publics";"ETATS-UNIS";"24/09/1945"
"FRANCOIS VILLON";"Andre ZWOBODA";"606";"Tous publics";"FRANCE";"08/09/1945"
"J AI DIX SEPT ANS";"Andre BERTHOMIEU";"777";"Tous publics";"FRANCE";"08/09/1945"
"J AVAIS CINQ FILS";"Lloyd BACON";"2766";"Tous publics";"ETATS-UNIS";"05/09/1945"
"L AVENTURE INOUBLIABLE";"Edward GRIFFITH";"2198";"Tous publics";"ETATS-UNIS";"05/09/1945"
"L EXTRAVAGANTE MISSION";"Henri CALEF";"564";"Tous publics";"FRANCE";"29/09/1945"
"L OMBRE D UN DOUTE";"Alfred HITCHCOCK";"3035";"Tous publics";"ETATS-UNIS";"26/09/1945"
"LA LUMIERE QUI S ETEINT";"William A WELLMAN";"3403";"Tous publics";"ETATS-UNIS";"19/09/1945"
"LA MARINE AU COMBAT";"";"822";"Tous publics";"FRANCE";"27/09/1945"
"LA REINE DE BROADWAY";"Charles VIDOR";"4486";"Tous publics";"ETATS-UNIS";"28/09/1945"
"LE MYSTERE SAINT VAL";"Rene LE HENAFF";"583";"Tous publics";"FRANCE";"15/09/1945"
"LEGENDE FANTASTIQUE LE VAINQUEUR DE LA MORT";"Alex ROW";"1007";"Tous publics";"RUSSIE";"21/09/1945"
"RENCONTRE A MOSCOU";"Ivan PIRIEV";"851";"Tous publics";"RUSSIE";"07/09/1945"
"SENTINELLE DU PACIFIQUE";"John FARROW";"2808";"Tous publics";"ETATS-UNIS";"12/09/1945"
"UNE CERTAINE FEMME";"Edmund GOULDING";"2504";"Tous publics";"ETATS-UNIS";"05/09/1945"
"BOULE DE SUIF";"null CHRISTIAN JAQUE";"807";"Tous publics";"FRANCE";"13/10/1945"
"CHRISTINE SE MARIE";"Rene LE HENAFF";"871";"Tous publics";"FRANCE";"11/10/1945"
"ESPIONNE A BORD";"Michael POWELL";"1381";"Tous publics";"GRANDE-BRETAGNE";"10/10/1945"
"LA REVOLTE DES ESCLAVES";"John CROMWELL";"4040";"Tous publics";"ETATS-UNIS";"03/10/1945"
"LA ROUTE DU BAGNE";"Leon MATHOT";"638";"Tous publics";"FRANCE";"17/10/1945"
"LA VIE DE THOMAS EDISON";"Clarence BROWN";"3679";"Tous publics";"ETATS-UNIS";"31/10/1945"
"LA VIE PRIVEE D ELISABETH D ANGLETERRE";"Michael CURTIZ";"2077";"Tous publics";"ETATS-UNIS";"17/10/1945"
"LES GAITES DE L ESCADRON";"";"940";"Tous publics";"FRANCE";"10/10/1945"
"LES QUATRE PLUMES BLANCHES";"Zoltan KORDA";"17981";"Tous publics";"GRANDE-BRETAGNE";"17/10/1945"
"PELOTON D EXECUTION";"Andre BERTHOMIEU";"752";"Tous publics";"FRANCE";"27/10/1945"
"PORTE AVIONS X";"Henry HATHAWAY";"2767";"Tous publics";"ETATS-UNIS";"31/10/1945"
"QUATRE PLUMES BLANCHES";"Zoltan KORDA";"995";"Tous publics";"GRANDE-BRETAGNE";"17/10/1945"
"SUBLIME SACRIFICE";"Roy BOULTING";"1140";"Tous publics";"GRANDE-BRETAGNE";"03/10/1945"
"UN TEL PERE ET FILS";"Julien DUVIVIER";"859";"Tous publics";"FRANCE";"17/10/1945"
"AVENTURES EN BIRMANIE";"Raoul WALSH";"2075";"Tous publics";"ETATS-UNIS";"28/11/1945"
"FEMMES";"George CUKOR";"1532";"Tous publics";"ETATS-UNIS";"07/11/1945"
"L ETRANGE REVE";"Charles VIDOR";"3806";"Tous publics";"ETATS-UNIS";"14/11/1945"
"LA FILLE AUX YEUX GRIS";"Jean FAUREZ";"566";"Tous publics";"FRANCE";"24/11/1945"
"LA PART DE L OMBRE";"Jean DELANNOY";"541";"Tous publics";"FRANCE";"24/11/1945"
"LA TROISIEME DALLE";"Michel DULUD";"1342";"Tous publics";"FRANCE";"10/11/1945"
"LE NAVIRE EN FEU";"Charles FREND";"1494";"Tous publics";"GRANDE-BRETAGNE";"14/11/1945"
"LE PERE SERGE";"Lucien GASNIER RAYMOND";"604";"Tous publics";"FRANCE";"08/11/1945"
"NAIS";"Raymond LEBOURSIER, Marcel PAGNOL";"584";"Tous publics";"FRANCE";"17/11/1945"
"SEUL DANS LA NUIT";"Christian STENGEL";"778";"Tous publics";"FRANCE";"21/11/1945"
"SOLDATS SANS UNIFORME";"E g DEMEYST";"906";"Tous publics";"BELGIQUE";"07/11/1945"
"TRENTE SECONDES SUR TOKIO";"Roy mervyn LE";"3726";"Tous publics";"ETATS-UNIS";"14/11/1945"
"120 RUE DE LA GARE";"Jean daniel NORMAN";"686";"Tous publics";"FRANCE";"27/12/1945"
"DEUX MILLE FEMMES";"Franck LAUNDER";"1995";"Tous publics";"GRANDE-BRETAGNE";"19/12/1945"
"DOROTHEE CHERCHE L AMOUR";"Edmond GREVILLE";"694";"Tous publics";"FRANCE";"27/12/1945"
"FILLE DU DIABLE";"Henri DECOIN";"680";"Tous publics";"FRANCE";"20/12/1945"
"L HOMME EN GRIS";"Leslie ARLISS";"1496";"Tous publics";"GRANDE-BRETAGNE";"05/12/1945"
"LA DERNIERE CHANCE";"";"2691";"Tous publics";"ETATS-UNIS";"19/12/1945"
"LA DERNIERE CHANCE";"Leopold LINTBERG";"2050";"Tous publics";"SUISSE";"19/12/1945"
"LA FERME DU PENDU";"Jean DREVILLE";"862";"Tous publics";"FRANCE";"13/12/1945"
"LADY HAMILTON";"Alexander KORDA";"1004";"Tous publics";"GRANDE-BRETAGNE";"20/12/1945"
"LE JUGEMENT DERNIER";"Rene CHANAS";"1274";"Tous publics";"FRANCE";"08/12/1945"
"LE LIVRE DE LA JUNGLE";"Zoltan KORDA";"1001";"Tous publics";"GRANDE-BRETAGNE";"19/12/1945"
"LE ROI DES RESQUILLEURS";"Jean DEVAIVRE";"671";"Tous publics";"FRANCE";"27/12/1945"
"LES FILS DU DRAGON";"Jack CONWAY, Harold s BUCQUET";"3725";"Tous publics";"ETATS-UNIS";"26/12/1945"
"LES J 3";"Roger RICHEBE";"759";"Tous publics";"FRANCE";"28/12/1945"
"MADAME ET SON FLIRT";"Jean DE MARGUENAT";"795";"Tous publics";"FRANCE";"20/12/1945"
"MAGIE MUSICALE";"";"2811";"Tous publics";"ETATS-UNIS";"05/12/1945"
"TRENTE ET QUARANTE";"Gilles GRANGIER";"614";"Tous publics";"FRANCE";"20/12/1945"
"L ANGE DE LA NUIT";"Andre BERTHOMIEU";"172";"Tous publics";"FRANCE";"19/01/1944"
"LE SUSPECT";"Robert SIODMAK";"4433";"Tous publics";"ETATS-UNIS";"01/01/1944"
"UN CHAPEAU DE PAILLE D ITALIE";"Rene CLAIR";"488";"Tous publics";"FRANCE";"26/01/1944"
"ANGES DE MISERICORDE";"Mark SANDRICH";"2810";"Tous publics";"ETATS-UNIS";"28/02/1944"
"LA RABOUILLEUSE";"Fernand RIVERS";"608";"Tous publics";"FRANCE";"02/02/1944"
"LES AVENTURES FANTASTIQUES DU BARON DE MUNCHANSEN";"Josef VON BAKY";"10554";"Tous publics";"ALLEMAGNE";"08/02/1944"
"PREMIER DE CORDEE";"Louis DAQUIN";"288";"Tous publics";"FRANCE";"23/02/1944"
"CECILE EST MORTE";"Maurice TOURNEUR";"693";"Tous publics";"FRANCE";"08/03/1944"
"GRAINE AU VENT";"Maurice GLEIZE";"125";"Tous publics";"FRANCE";"16/03/1944"
"LA COLLECTION MENARD";"Bernard ROLAND";"182";"Tous publics";"FRANCE";"12/04/1944"
"LA FAMILLE STODDARD";"Gregory RATOFF";"2540";"Tous publics";"ETATS-UNIS";"25/04/1944"
"LE CARREFOUR DES ENFANTS PERDUS";"Leo JOANNON";"149";"Tous publics";"FRANCE";"26/04/1944"
"SERVICE DE NUIT";"Jean FAUREZ";"350";"Tous publics";"FRANCE";"19/04/1944"
"L ILE D AMOUR";"Maurice CAMUGLI";"187";"Tous publics";"FRANCE";"24/05/1944"
"LA BELLE DE TRIANA";"Benito PEROJO";"1923";"Tous publics";"ESPAGNE";"14/06/1944"
"LA FEMME AUX BRILLANTS";"George FITZMAURICE";"3384";"Tous publics";"ETATS-UNIS";"20/06/1944"
"VACANCES";"George CUKOR";"2553";"Tous publics";"ETATS-UNIS";"06/07/1944"
"DEUXIEME BUREAU";"";"535";"Tous publics";"FRANCE";"31/08/1944"
"SIDONIE PANACHE CHABICHOU";"";"3798";"Tous publics";"FRANCE";"12/09/1944"
"AIR MAIL";"John FORD";"40003";"Tous publics";"ETATS-UNIS";"05/10/1944"
"ARC EN CIEL";"Mark DONSKOY";"1728";"Tous publics";"RUSSIE";"20/10/1944"
"CEUX QUI SERVENT EN MER";"David LEAN";"1558";"Tous publics";"GRANDE-BRETAGNE";"13/10/1944"
"COUP DE TETE";"Rene LE HENAFF";"178";"Tous publics";"FRANCE";"13/10/1944"
"EVE A COMMENCE";"Henry KOSTER";"3034";"Tous publics";"ETATS-UNIS";"13/10/1944"
"FEMMES EN MISSION";"Leslie HOWARD";"1553";"Tous publics";"GRANDE-BRETAGNE";"13/10/1944"
"JOIES MATRIMONIALES";"Alfred HITCHCOCK";"2195";"Tous publics";"ETATS-UNIS";"27/10/1944"
"LA MARINE TRIOMPHE";"Edward SUTHERLAND";"2196";"Tous publics";"ETATS-UNIS";"13/10/1944"
"LA PENICHE DE L AMOUR";"Archie MAYO";"2773";"Tous publics";"ETATS-UNIS";"25/10/1944"
"MA SOEUR EST CAPRICIEUSE";"Alexander HALL";"2535";"Tous publics";"ETATS-UNIS";"27/10/1944"
"MARTHE RICHARD ESPIONNE AU SERVICE DE LA FRANCE";"Raymond BERNARD";"439";"Tous publics";"FRANCE";"26/10/1944"
"PLONGEE A L AUBE";"Anthony ASQUITH";"1557";"Tous publics";"GRANDE-BRETAGNE";"13/10/1944"
"SIX DESTINS";"Julien DUVIVIER";"2772";"Tous publics";"ETATS-UNIS";"13/10/1944"
"UN JOUR DE GUERRE EN URSS";"Cinema armee urss SERVICE";"1749";"Tous publics";"RUSSIE";"13/10/1944"
"CAMARADE P";"Frederic ERMIER";"1732";"Tous publics";"RUSSIE";"10/11/1944"
"CONVOI VERS LA RUSSIE";"Lloyd BACON";"2070";"Tous publics";"ETATS-UNIS";"22/11/1944"
"L EXTRAVAGANT MR RUGGLES";"Leo MCCAREY";"3973";"Tous publics";"ETATS-UNIS";"02/11/1944"
"LA GARNISON AMOUREUSE";"";"1237";"Tous publics";"FRANCE";"02/11/1944"
"LA RUEE VERS L OR";"Charlie CHAPLIN";"2562";"Tous publics";"ETATS-UNIS";"17/11/1944"
"MA FEMME EST UNE SORCIERE";"Rene CLAIR";"2565";"Tous publics";"ETATS-UNIS";"24/11/1944"
"NO NO NANETTE";"Herbert WILCOX";"2197";"Tous publics";"ETATS-UNIS";"24/11/1944"
"PAR LA PORTE D OR";"Mitchell LEISEN";"2809";"Tous publics";"ETATS-UNIS";"02/11/1944"
"SUR LA PISTE DES MOHAWK";"John FORD";"2777";"Tous publics";"ETATS-UNIS";"30/11/1944"
"TROUBLES AU CANADA";"Lewis SEILER";"2136";"Tous publics";"ETATS-UNIS";"29/11/1944"
"TU SERAS MON MARI";"Bruce HUMBERSTONE";"2770";"Tous publics";"ETATS-UNIS";"17/11/1944"
"LA JEUNESSE DE TOM EDISON";"Norman TAUROG";"3728";"Tous publics";"ETATS-UNIS";"20/12/1944"
"LE DEFUNT RECALCITRANT";"Alexander HALL";"2534";"Tous publics";"ETATS-UNIS";"27/12/1944"
"MYSTERE DE LA PENICHE";"Hal ROACH";"2592";"Tous publics";"ETATS-UNIS";"30/12/1944"
"RAFFLES";"Sam WOOD";"2593";"Tous publics";"ETATS-UNIS";"30/12/1944"
"STALINGRAD";"";"1745";"Tous publics";"RUSSIE";"13/12/1944"
"UNE FEMME DE TROP";"John m STAHL";"2536";"Tous publics";"ETATS-UNIS";"08/12/1944"
"VOYAGES DE GULLIVER";"Dave FLEISCHER";"3438";"Tous publics";"ETATS-UNIS";"20/12/1944"
"LE SOLEIL A TOUJOURS RAISON";"Pierre BILLON";"176";"Tous publics";"FRANCE";"27/01/1943"
"UNE FEMME DANS LA NUIT";"Edmond GREVILLE";"678";"Tous publics";"FRANCE";"13/01/1943"
"APRES L ORAGE";"Pierre jean DUCIS";"490";"Tous publics";"FRANCE";"04/02/1943"
"COUP DE FEU DANS LA NUIT";"Robert PEGUY";"609";"Tous publics";"FRANCE";"03/03/1943"
"L AUBERGE DE L ABIME";"Willy ROZIER";"457";"Tous publics";"FRANCE";"24/02/1943"
"L HONORABLE CATHERINE";"Marcel L'HERBIER";"353";"Tous publics";"FRANCE";"04/02/1943"
"LE COMTE DE MONTE CRISTO";"Robert VERNAY";"502";"Tous publics";"FRANCE";"25/02/1943"
"LE CORBEAU";"Henri Georges CLOUZOT";"1123";"Tous publics";"FRANCE";"03/03/1943"
"LES DEUX TIMIDES";"Yves ALLEGRET";"532";"Tous publics";"FRANCE";"03/03/1943"
"PICPUS";"Richard POTTIER";"717";"Tous publics";"FRANCE";"12/02/1943"
"PORT D ATTACHE";"Jean CHOUX";"171";"Tous publics";"FRANCE";"10/02/1943"
"UNE ETOILE AU SOLEIL";"Andre ZWOBADA";"192";"Tous publics";"FRANCE";"24/02/1943"
"COUP DE FEU DANS LA NUIT";"Robert PEGUY";"609";"Tous publics";"FRANCE";"03/03/1943"
"LA BONNE ETOILE";"Jean BOYER";"1334";"Tous publics";"FRANCE";"24/03/1943"
"LA CHEVRE D OR";"Rene BARBERIS";"138";"Tous publics";"FRANCE";"31/03/1943"
"LA MAIN DU DIABLE";"Maurice TOURNEUR";"803";"Tous publics";"FRANCE";"21/03/1943"
"LA SEVILLANE";"Jean claude HUGON";"538";"Tous publics";"FRANCE";"10/03/1943"
"LA VILLE DOREE";"Veit HARLAN";"10610";"Tous publics";"ALLEMAGNE";"19/03/1943"
"LE CAMION BLANC";"Leo JOANNON";"156";"Tous publics";"FRANCE";"24/03/1943"
"LE CORBEAU";"Henri Georges CLOUZOT";"1123";"Tous publics";"FRANCE";"03/03/1943"
"LES AILES BLANCHES";"Robert PEGUY";"528";"Tous publics";"FRANCE";"10/03/1943"
"LES DEUX TIMIDES";"Yves ALLEGRET";"532";"Tous publics";"FRANCE";"03/03/1943"
"SECRETS";"Pierre BLANCHAR";"136";"Tous publics";"FRANCE";"17/03/1943"
"A LA BELLE FREGATE";"Albert VALENTIN";"497";"Tous publics";"FRANCE";"01/04/1943"
"GOUPI MAINS ROUGES";"Jacques BECKER";"259";"Tous publics";"FRANCE";"14/04/1943"
"L HOMME SANS NOM";"Leon MATHOT";"685";"Tous publics";"FRANCE";"04/04/1943"
"LE MISTRAL";"Jacques HOUSSIN";"267";"Tous publics";"FRANCE";"08/04/1943"
"LE VOYAGEUR DE LA TOUSSAINT";"Louis DAQUIN";"351";"Tous publics";"FRANCE";"08/04/1943"
"RETOUR DE FLAMME";"Henri FESCOURT";"186";"Tous publics";"FRANCE";"26/05/1943"
"VINGT CINQ ANS DE BONHEUR";"Rene JAYET";"775";"Tous publics";"FRANCE";"25/05/1943"
"FOU D AMOUR";"Paul MESNIER";"1698";"Tous publics";"FRANCE";"17/06/1943"
"LE CAPITAINE FRACASSE";"Abel GANCE";"126";"Tous publics";"FRANCE";"19/06/1943"
"LE SOLEIL DE MINUIT";"Bernard ROLAND";"582";"Tous publics";"FRANCE";"30/06/1943"
"MONSIEUR DES LOURDINES";"Herain pierre DE";"133";"Tous publics";"FRANCE";"09/06/1943"
"UNE VIE DE CHIEN";"Maurice CAMMAGE";"1333";"Tous publics";"FRANCE";"25/06/1943"
"AU BONHEUR DES DAMES";"André CAYATTE";"718";"Tous publics";"FRANCE";"20/07/1943"
"SIX PETITES FILLES EN BLANC";"Yvan NOE";"340";"Tous publics";"FRANCE";"21/07/1943"
"LE SECRET DE MADAME CLAPAIN";"Andre BERTHOMIEU";"491";"Tous publics";"FRANCE";"11/08/1943"
"ADIEU LEONARD";"Pierre PREVERT";"148";"Tous publics";"FRANCE";"01/09/1943"
"ARLETTE ET L AMOUR";"Robert VERNAY";"290";"Tous publics";"FRANCE";"22/09/1943"
"L HOMME QUI VENDIT SON AME";"Jean paul PAULIN";"616";"Tous publics";"FRANCE";"22/09/1943"
"LE VAL D ENFER";"Maurice TOURNEUR";"802";"Tous publics";"FRANCE";"22/09/1943"
"MON AMOUR EST PRES DE TOI";"Richard POTTIER";"797";"Tous publics";"FRANCE";"29/09/1943"
"VENUS AVEUGLE";"Abel GANCE";"2049";"Tous publics";"FRANCE";"01/10/1943"
"CEUX DU RIVAGE";"Jacques SEVERAC";"527";"Tous publics";"FRANCE";"20/10/1943"
"L HOMME DE LONDRES";"Henri DECOIN";"137";"Tous publics";"FRANCE";"20/10/1943"
"TORNAVARA";"Jean DREVILLE";"268";"Tous publics";"FRANCE";"06/10/1943"
"VENUS AVEUGLE";"Abel GANCE";"2049";"Tous publics";"FRANCE";"01/10/1943"
"FEU NICOLAS";"Jacques HOUSSIN";"496";"Tous publics";"FRANCE";"17/11/1943"
"FINANCE NOIRE";"Jacques VITRY";"456";"Tous publics";"FRANCE";"24/11/1943"
"LA CAVALCADE DES HEURES";"Yvan NOE";"339";"Tous publics";"FRANCE";"10/11/1943"
"MERMOZ";"Louis CUNY";"260";"Tous publics";"FRANCE";"03/11/1943"
"ADRIEN";"null FERNANDEL";"776";"Tous publics";"FRANCE";"22/12/1943"
"JE SUIS AVEC TOI";"Henri DECOIN";"134";"Tous publics";"FRANCE";"22/12/1943"
"LA FERME AUX LOUPS";"Richard POTTIER";"800";"Tous publics";"FRANCE";"14/12/1943"
"LE BRIGAND GENTILHOMME";"Emile COUZINET";"2243";"Tous publics";"FRANCE";"22/12/1943"
"LUCRECE";"Leo JOANNON";"152";"Tous publics";"FRANCE";"15/12/1943"
"PIERRE ET JEAN";"André CAYATTE";"1124";"Tous publics";"FRANCE";"29/12/1943"
"JEUX DANGEREUX";"Ernst LUBITSCH";"5269";"Tous publics";"ETATS-UNIS";"01/01/1942"
"SERVANTE ET STAR";"Gonzalo DELGRAS";"385";"Tous publics";"ESPAGNE";"01/01/1942"
"LA LOI DU NORD";"Jacques FEYDER";"188";"Tous publics";"FRANCE";"07/03/1942"
"LA SYMPHONIE FANTASTIQUE";"null CHRISTIAN JAQUE";"799";"Tous publics";"FRANCE";"01/04/1942"
"LES INCONNUS DANS LA MAISON";"Henri DECOIN";"1126";"Tous publics";"FRANCE";"16/05/1942"
"L ASSASSIN HABITE AU 21";"Henri Georges CLOUZOT";"774";"Tous publics";"FRANCE";"05/08/1942"
"CAP AU LARGE";"Jean paul PAULIN";"531";"Tous publics";"FRANCE";"25/09/1942"
"DERNIER ATOUT";"Jacques BECKER";"147";"Tous publics";"FRANCE";"02/09/1942"
"LE DESTIN FABULEUX DE DESIREE CLARY";"Sacha GUITRY";"179";"Tous publics";"FRANCE";"04/09/1942"
"LE MARIAGE DE CHIFFON";"Claude AUTANT-LARA";"231";"Tous publics";"FRANCE";"23/09/1942"
"SIMPLET";"null FERNANDEL";"720";"Tous publics";"FRANCE";"09/09/1942"
"MONSIEUR LA SOURIS";"Georges LACOMBE";"395";"Tous publics";"FRANCE";"14/10/1942"
"PONTCARRAL, COLONEL D'EMPIRE";"Jean DELANNOY";"131";"Tous publics";"FRANCE";"11/12/1942"
"BATTEMENT DE COEUR";"Henri DECOIN";"180";"Tous publics";"FRANCE";"01/01/1941"
"DAVID GOLDER";"Julien DUVIVIER";"928";"Tous publics";"FRANCE";"01/01/1941"
"GOLGOTHA";"";"462";"Tous publics";"FRANCE";"15/01/1941"
"L ENFER DES ANGES";"null CHRISTIAN JAQUE";"169";"Tous publics";"FRANCE";"01/01/1941"
"L IMPOSSIBLE MONSIEUR BEBE";"Howard HAWKS";"2957";"Tous publics";"ETATS-UNIS";"01/01/1941"
